code,city,state,country,comments,junk,oid
hrnxs.dk,Herning,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1907
hrnxt.dk,Herning,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1908
hrnxw.dk,Herning,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1909
hrnxx.dk,Herning,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1910
hslnxt.dk,Hasle,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1911
hsnxd.dk,Horsens,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1912
hsnxr.dk,Horsens,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1913
hsnxt.dk,Horsens,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1914
humnxr.dk,Humlebaek,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1915
humnxt.dk,Humlebaek,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1916
hunxt.dk,Hammerum,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1917
hvinxr.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1918
hvinxt.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1919
hxnxt.dk,Hoerning,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1920
hznxt.dk,Haslev,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1921
iknxt.dk,Ikast,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1922
jylnxt.dk,Jyllinge,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1923
kbnxr.dk,Kalundborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1924
kbnxt.dk,Kalundborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1925
kdnxd.dk,Kolding,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1926
kdnxl.dk,Kolding,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1927
kdnxr.dk,Kolding,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1928
kdnxs.dk,Kolding,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1929
kdnxt.dk,Kolding,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1930
kjnxd.dk,Koege,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1931
kjnxg.dk,Koege,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1932
kjnxj.dk,Koege,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1933
kjnxr.dk,Koege,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1934
kjnxs.dk,Koege,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1935
kjnxt.dk,Koege,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1936
kjnxw.dk,Koege,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1937
kjnxx.dk,Koege,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1938
klunxr.dk,Karlslunde,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1939
klunxt.dk,Karlslunde,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1940
koenxr.dk,Korsoer,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1941
koenxt.dk,Korsoer,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1942
konxr.dk,Kolind,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1943
konxt.dk,Kolind,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1944
ksanxd.dk,Kastrup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1945
ksanxr.dk,Kastrup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1946
ksanxt.dk,Kastrup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1947
ktmnxt.dk,Kerteminde,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1948
kvanxt.dk,Esbjerg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1949
kwnxr.dk,Kliplev,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1950
laeknxr.dk,Langebaek,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1951
linxg.dk,Lisbjerg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1952
linxnxi.dk,London,NULL,United Kingdom,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1953
ljnxt.dk,Lejre,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1954
lmvnxr.dk,Lemvig,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1955
lmvnxt.dk,Lemvig,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1956
lynnxt.dk,Lynge,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1957
lynxd.dk,Lyngby,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1958
lynxg.dk,Lyngby,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1959
lynxr.dk,Lyngby,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1960
lynxt.dk,Lyngby,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1961
mdnxd.dk,Middelfart,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1962
mdnxr.dk,Middelfart,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1963
mdnxt.dk,Middelfart,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1964
mrbnxr.dk,Maribo,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1965
mrbnxt.dk,Maribo,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1966
mrgnxr.dk,Mariager,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1967
mrgnxt.dk,Mariager,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1968
munxt.dk,Mundelstrup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1969
naenxd.dk,Naestved,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1970
naenxg.dk,Naestved,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1971
naenxj.dk,Naestved,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1972
naenxl.dk,Naestved,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1973
naenxr.dk,Naestved,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1974
naenxs.dk,Naestved,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1975
naenxt.dk,Naestved,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1976
naenxw.dk,Naestved,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1977
naenxx.dk,Naestved,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1978
naernxt.dk,Naerum,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1979
naesnxt.dk,Naesby,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1980
newyorknxi.dk,New York,NY,USA,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1981
nfnxd.dk,Nykoebing Falster,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1982
nfnxr.dk,Nykoebing Falster,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1983
nfnxt.dk,Nykoebing Falster,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1984
ngnxd.dk,Nyborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1985
ngnxr.dk,Nyborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1986
ngnxt.dk,Nyborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1987
nivaanxt.dk,Nivaa,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1988
nksnxr.dk,Nykoebing Sjaelland,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1989
nksnxt.dk,Nykoebing Sjaelland,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1990
noenxd.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1991
noenxr.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1992
noenxt.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1993
noernxt.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1994
nsknxr.dk,Nakskov,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1995
nsknxt.dk,Nakskov,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1996
nsnxt.dk,Aalborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1997
nxnxt.dk,Nexoe,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1998
nynxt.dk,Nykoebing Mors,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,1999
odnxd.dk,Odense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2000
odnxg.dk,Odense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2001
odnxl.dk,Odense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2002
odnxr.dk,Odense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2003
odnxs.dk,Odense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2004
odnxt.dk,Odense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2005
odnxw.dk,Odense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2006
odnxx.dk,Odense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2007
oebrnxd.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2008
oebrnxg.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2009
oebrnxr.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2010
oebrnxs.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2011
oebrnxt.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2012
oelnxr.dk,Oelstykke,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2013
oelnxt.dk,Oelstykke,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2014
oernxt.dk,Loegstoer,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2015
oeunxt.dk,Loegumkloster,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2016
ojnxt.dk,Vojens,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2017
opanxg.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2018
opanxr.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2019
opanxt.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2020
opnxr.dk,Ordrup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2021
opnxt.dk,Ordrup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2022
ornxt.dk,Odder,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2023
otnxt.dk,Otterup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2024
pannxt.dk,Pandrup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2025
prhnxt.dk,Prague,NULL,Czech Republic,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2026
paarnxt.dk,Odense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2027
rbnxr.dk,Ribe,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2028
rbnxt.dk,Ribe,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2029
rdnxd.dk,Randers,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2030
rdnxr.dk,Randers,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2031
rdnxt.dk,Randers,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2032
rdonxd.dk,Roedovre,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2033
rdonxr.dk,Roedovre,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2034
rdonxt.dk,Roedovre,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2035
renxt.dk,Ringe,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2036
rgnxd.dk,Ringsted,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2037
rgnxr.dk,Ringsted,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2038
rgnxt.dk,Ringsted,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2039
risnxt.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2040
rjnxd.dk,Ringkoebing,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2041
rjnxr.dk,Ringkoebing,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2042
rjnxt.dk,Ringkoebing,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2043
rkgnxr.dk,Rudkoebing,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2044
rkgnxt.dk,Rudkoebing,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2045
roennxr.dk,Roenne,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2046
roennxt.dk,Roenne,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2047
ronnxd.dk,Odense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2048
ronnxr.dk,Odense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2049
ronnxt.dk,Odense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2050
ronxd.dk,Roskilde,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2051
ronxj.dk,Roskilde,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2052
ronxr.dk,Roskilde,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2053
ronxs.dk,Roskilde,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2054
ronxt.dk,Roskilde,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2055
ronxx.dk,Roskilde,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2056
rooenxt.dk,Roskilde East,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2057
ryvnxd.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2058
ryvnxr.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2059
ryvnxt.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2060
saennxt.dk,Esbjerg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2061
samnxt.dk,Odense,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2062
saonxt.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2063
sbynxd.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2064
sbynxr.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2065
sbynxt.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2066
sdbnxd.dk,Soenderborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2067
sdbnxl.dk,Soenderborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2068
sdbnxr.dk,Soenderborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2069
sdbnxt.dk,Soenderborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2070
sdnxd.dk,Skanderborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2071
sdnxr.dk,Skanderborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2072
sdnxt.dk,Skanderborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2073
sgbnxt.dk,Skagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2074
sgnxd.dk,Slagelse,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2075
sgnxr.dk,Slagelse,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2076
sgnxt.dk,Slagelse,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2077
sjnxt.dk,Skjern,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2078
sknxd.dk,Skive,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2079
sknxr.dk,Skive,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2080
sknxt.dk,Skive,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2081
slnxd.dk,Silkeborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2082
slnxr.dk,Silkeborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2083
slnxt.dk,Silkeborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2084
slpnxt.dk,Slangerup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2085
sltnxd.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2086
sltnxr.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2087
sltnxs.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2088
sltnxt.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2089
sltnxx.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2090
snnxt.dk,Svendstrup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2091
soebnxd.dk,Soeborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2092
soebnxj.dk,Soeborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2093
soebnxr.dk,Soeborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2094
soebnxt.dk,Soeborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2095
solnxr.dk,Solroed,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2096
solnxt.dk,Solroed,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2097
sonxr.dk,Soroe,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2098
sonxt.dk,Soroe,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2099
srnxr.dk,Stoevring,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2100
srnxt.dk,Stoevring,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2101
ssnxr.dk,Skaelskoer,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2102
ssnxt.dk,Skaelskoer,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2103
stmnxt.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2104
stnxt.dk,Stenloese,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2105
strnxd.dk,Struer,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2106
strnxt.dk,Struer,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2107
suoenxd.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2108
suoenxr.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2109
suoenxt.dk,Copenhagen,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2110
svgnxd.dk,Svendborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2111
svgnxr.dk,Svendborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2112
svgnxt.dk,Svendborg,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2113
saanxt.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2114
tarmnxr.dk,Tarm,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2115
tarmnxt.dk,Tarm,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2116
tdrnxd.dk,Toender,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2117
tdrnxr.dk,Toender,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2118
tdrnxt.dk,Toender,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2119
tinxr.dk,Thisted,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2120
tinxt.dk,Thisted,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2121
tlnxt.dk,Taulov,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2122
tpnxt.dk,Tommerup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2123
trgnxt.dk,Aarhus,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2124
troenxt.dk,Troeroed,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2125
tyrnxt.dk,Horsens,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2126
taanxd.dk,Taastrup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2127
taanxj.dk,Taastrup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2128
taanxr.dk,Taastrup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2129
taanxt.dk,Taastrup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2130
upnxr.dk,Ulstrup,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2131
vaernxr.dk,Vaerloese,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2132
vaernxt.dk,Vaerloese,NULL,Denmark,Patrick Maigron points me to http://www.makr.dk/go.php3?reversedns,NULL,2133
