city,state,country,comments,oid,startip,endip,startnum,endnum,whois_record
*,NULL,United Kingdom,,101817,82.198.224.0,82.198.255.255,1388765184,1388773375,NULL
*,NULL,United Kingdom,,101816,82.197.64.0,82.197.95.255,1388658688,1388666879,NULL
*,NULL,United Kingdom,,101815,82.196.224.0,82.196.255.255,1388634112,1388642303,NULL
*,NULL,United Kingdom,,101814,82.196.32.0,82.196.63.255,1388584960,1388593151,NULL
*,NULL,United Kingdom,,101813,82.195.160.0,82.195.191.255,1388552192,1388560383,NULL
*,NULL,United Kingdom,,101812,82.195.96.0,82.195.127.255,1388535808,1388543999,NULL
*,NULL,United Kingdom,,101811,82.192.96.0,82.192.127.255,1388339200,1388347391,NULL
*,NULL,United Kingdom,,101810,82.163.0.0,82.163.255.255,1386414080,1386479615,NULL
*,NULL,United Kingdom,,101809,82.151.224.0,82.153.255.255,1385684992,1385824255,NULL
*,NULL,United Kingdom,,101808,82.150.96.0,82.150.127.255,1385586688,1385594879,NULL
*,NULL,United Kingdom,,101807,82.148.224.0,82.148.255.255,1385488384,1385496575,NULL
*,NULL,United Kingdom,,101806,82.148.32.0,82.148.63.255,1385439232,1385447423,NULL
*,NULL,United Kingdom,,101805,82.147.0.0,82.147.31.255,1385365504,1385373695,NULL
*,NULL,United Kingdom,,101804,82.146.128.0,82.146.159.255,1385332736,1385340927,NULL
*,NULL,United Kingdom,,101803,82.145.32.0,82.145.63.255,1385242624,1385250815,NULL
*,NULL,United Kingdom,,101802,82.144.224.0,82.144.255.255,1385226240,1385234431,NULL
*,NULL,United Kingdom,,101801,82.144.128.0,82.144.159.255,1385201664,1385209855,NULL
*,NULL,United Kingdom,,101800,82.142.192.0,82.142.255.255,1385086976,1385103359,NULL
*,NULL,United Kingdom,,101799,82.138.192.0,82.138.255.255,1384824832,1384841215,NULL
*,NULL,United Kingdom,,101798,82.136.0.0,82.136.63.255,1384644608,1384660991,NULL
*,NULL,United Kingdom,,101797,82.133.0.0,82.133.127.255,1384448000,1384480767,NULL
*,NULL,United Kingdom,,101796,82.118.64.0,82.118.127.255,1383481344,1383497727,NULL
*,NULL,United Kingdom,,101795,82.116.128.0,82.116.159.255,1383366656,1383374847,NULL
*,NULL,United Kingdom,,101794,82.115.224.0,82.115.255.255,1383325696,1383333887,NULL
*,NULL,United Kingdom,,101793,82.113.224.0,82.113.255.255,1383194624,1383202815,NULL
*,NULL,United Kingdom,,101792,82.113.128.0,82.113.191.255,1383170048,1383186431,NULL
*,NULL,United Kingdom,,101791,82.113.64.0,82.113.95.255,1383153664,1383161855,NULL
*,NULL,United Kingdom,,101790,82.112.224.0,82.112.255.255,1383129088,1383137279,NULL
*,NULL,United Kingdom,,101789,82.112.96.0,82.112.159.255,1383096320,1383112703,NULL
*,NULL,United Kingdom,,101788,82.108.0.0,82.111.255.255,1382809600,1383071743,NULL
*,NULL,United Kingdom,,101787,82.68.0.0,82.71.255.255,1380188160,1380450303,NULL
*,NULL,United Kingdom,,101786,82.0.0.0,82.47.255.255,1375731712,1378877439,NULL
*,NULL,United Kingdom,,101785,81.208.128.0,81.208.255.255,1372618752,1372651519,NULL
*,NULL,United Kingdom,,101784,81.201.160.0,81.201.175.255,1372168192,1372172287,NULL
*,NULL,United Kingdom,,101783,81.201.128.0,81.201.143.255,1372160000,1372164095,NULL
*,NULL,United Kingdom,,101782,81.187.0.0,81.187.255.255,1371209728,1371275263,NULL
*,NULL,United Kingdom,,101781,81.178.0.0,81.179.255.255,1370619904,1370750975,NULL
*,NULL,United Kingdom,,101780,81.174.128.0,81.174.255.255,1370390528,1370423295,NULL
*,NULL,United Kingdom,,101779,81.171.128.0,81.171.255.255,1370193920,1370226687,NULL
*,NULL,United Kingdom,,101778,81.170.0.0,81.170.127.255,1370095616,1370128383,NULL
*,NULL,United Kingdom,,101777,81.168.0.0,81.168.127.255,1369964544,1369997311,NULL
*,NULL,United Kingdom,,101776,81.128.0.0,81.159.255.255,1367343104,1369440255,NULL
*,NULL,United Kingdom,,101775,81.96.0.0,81.111.255.255,1365245952,1366294527,NULL
*,NULL,United Kingdom,,101774,81.95.192.0,81.95.207.255,1365229568,1365233663,NULL
*,NULL,United Kingdom,,101773,81.93.224.0,81.93.239.255,1365106688,1365110783,NULL
*,NULL,United Kingdom,,101772,81.91.192.0,81.91.207.255,1364967424,1364971519,NULL
*,NULL,United Kingdom,,101771,81.91.96.0,81.91.111.255,1364942848,1364946943,NULL
*,NULL,United Kingdom,,101770,81.90.128.0,81.90.143.255,1364885504,1364889599,NULL
*,NULL,United Kingdom,,101769,81.89.160.0,81.89.175.255,1364828160,1364832255,NULL
*,NULL,United Kingdom,,101768,81.89.128.0,81.89.143.255,1364819968,1364824063,NULL
*,NULL,United Kingdom,,101767,81.88.160.0,81.88.175.255,1364762624,1364766719,NULL
*,NULL,United Kingdom,,101766,81.85.0.0,81.87.255.255,1364525056,1364721663,NULL
*,NULL,United Kingdom,,101765,81.76.0.0,81.79.255.255,1363935232,1364197375,NULL
*,NULL,United Kingdom,,101764,81.31.96.0,81.31.127.255,1361010688,1361018879,NULL
*,NULL,United Kingdom,,101763,81.29.64.0,81.29.95.255,1360871424,1360879615,NULL
*,NULL,United Kingdom,,101762,81.27.64.0,81.27.111.255,1360740352,1360752639,NULL
*,NULL,United Kingdom,,101761,81.26.96.0,81.26.127.255,1360683008,1360691199,NULL
*,NULL,United Kingdom,,101760,81.24.192.0,81.24.207.255,1360576512,1360580607,NULL
*,NULL,United Kingdom,,101759,81.23.208.0,81.23.223.255,1360515072,1360519167,NULL
*,NULL,United Kingdom,,101758,81.22.32.0,81.22.47.255,1360404480,1360408575,NULL
*,NULL,United Kingdom,,101757,81.21.64.0,81.21.79.255,1360347136,1360351231,NULL
*,NULL,United Kingdom,,101756,81.20.32.0,81.20.47.255,1360273408,1360277503,NULL
*,NULL,United Kingdom,,101755,81.20.0.0,81.20.15.255,1360265216,1360269311,NULL
*,NULL,United Kingdom,,101754,81.19.192.0,81.19.207.255,1360248832,1360252927,NULL
*,NULL,United Kingdom,,101753,81.19.48.0,81.19.63.255,1360211968,1360216063,NULL
*,NULL,United Kingdom,,101752,81.17.160.0,81.17.175.255,1360109568,1360113663,NULL
*,NULL,United Kingdom,,101751,81.17.64.0,81.17.79.255,1360084992,1360089087,NULL
*,NULL,United Kingdom,,101750,81.16.16.0,81.16.31.255,1360007168,1360011263,NULL
*,NULL,United Kingdom,,101749,81.6.192.0,81.7.63.255,1359396864,1359429631,NULL
*,NULL,United Kingdom,,101748,81.5.128.0,81.5.191.255,1359314944,1359331327,NULL
*,NULL,United Kingdom,,101747,81.3.64.0,81.3.127.255,1359167488,1359183871,NULL
*,NULL,United Kingdom,,101746,81.2.64.0,81.2.127.255,1359101952,1359118335,NULL
*,NULL,United Kingdom,,101745,81.1.64.0,81.1.127.255,1359036416,1359052799,NULL
*,NULL,United Kingdom,,101744,80.255.192.0,80.255.223.255,1358938112,1358946303,NULL
*,NULL,United Kingdom,,101743,80.255.32.0,80.255.63.255,1358897152,1358905343,NULL
*,NULL,United Kingdom,,101742,80.254.224.0,80.254.239.255,1358880768,1358884863,NULL
*,NULL,United Kingdom,,101741,80.253.96.0,80.253.159.255,1358782464,1358798847,NULL
*,NULL,United Kingdom,,101740,80.252.64.0,80.252.79.255,1358708736,1358712831,NULL
*,NULL,United Kingdom,,101739,80.251.160.0,80.251.191.255,1358667776,1358675967,NULL
*,NULL,United Kingdom,,101738,80.250.96.0,80.250.111.255,1358585856,1358589951,NULL
*,NULL,United Kingdom,,101737,80.249.96.0,80.249.111.255,1358520320,1358524415,NULL
*,NULL,United Kingdom,,101736,80.247.0.0,80.247.15.255,1358364672,1358368767,NULL
*,NULL,United Kingdom,,101735,80.245.96.0,80.245.111.255,1358258176,1358262271,NULL
*,NULL,United Kingdom,,101734,80.244.0.0,80.244.15.255,1358168064,1358172159,NULL
*,NULL,United Kingdom,,101733,80.241.64.0,80.241.79.255,1357987840,1357991935,NULL
*,NULL,United Kingdom,,101732,80.235.128.0,80.235.255.255,1357611008,1357643775,NULL
*,NULL,United Kingdom,,101731,80.234.128.0,80.234.255.255,1357545472,1357578239,NULL
*,NULL,United Kingdom,,101730,80.229.0.0,80.229.255.255,1357185024,1357250559,NULL
*,NULL,United Kingdom,,101729,80.225.0.0,80.225.255.255,1356922880,1356988415,NULL
*,NULL,United Kingdom,,101728,80.192.0.0,80.195.255.255,1354760192,1355022335,NULL
*,NULL,United Kingdom,,101727,80.189.0.0,80.189.255.255,1354563584,1354629119,NULL
*,NULL,United Kingdom,,101726,80.175.0.0,80.177.255.255,1353646080,1353842687,NULL
*,NULL,United Kingdom,,101725,80.168.0.0,80.169.255.255,1353187328,1353318399,NULL
*,NULL,United Kingdom,,101724,80.95.192.0,80.95.207.255,1348452352,1348456447,NULL
*,NULL,United Kingdom,,101723,80.94.192.0,80.94.207.255,1348386816,1348390911,NULL
*,NULL,United Kingdom,,101722,80.94.32.0,80.94.47.255,1348345856,1348349951,NULL
*,NULL,United Kingdom,,101721,80.93.192.0,80.93.207.255,1348321280,1348325375,NULL
*,NULL,United Kingdom,,101720,80.93.160.0,80.93.175.255,1348313088,1348317183,NULL
*,NULL,United Kingdom,,101719,80.92.128.0,80.92.143.255,1348239360,1348243455,NULL
*,NULL,United Kingdom,,101718,80.90.128.0,80.90.143.255,1348108288,1348112383,NULL
*,NULL,United Kingdom,,101717,80.88.192.0,80.88.223.255,1347993600,1348001791,NULL
*,NULL,United Kingdom,,101716,80.87.128.0,80.87.143.255,1347911680,1347915775,NULL
*,NULL,United Kingdom,,101715,80.87.0.0,80.87.15.255,1347878912,1347883007,NULL
*,NULL,United Kingdom,,101714,80.86.32.0,80.86.47.255,1347821568,1347825663,NULL
*,NULL,United Kingdom,,101713,80.85.64.0,80.85.95.255,1347764224,1347772415,NULL
*,NULL,United Kingdom,,101712,80.84.160.0,80.84.175.255,1347723264,1347727359,NULL
*,NULL,United Kingdom,,101711,80.84.64.0,80.84.95.255,1347698688,1347706879,NULL
*,NULL,United Kingdom,,101710,80.82.128.0,80.82.143.255,1347584000,1347588095,NULL
*,NULL,United Kingdom,,101709,80.80.176.0,80.80.207.255,1347465216,1347473407,NULL
*,NULL,United Kingdom,,101708,80.79.128.0,80.79.143.255,1347387392,1347391487,NULL
*,NULL,United Kingdom,,101707,80.79.80.0,80.79.95.255,1347375104,1347379199,NULL
*,NULL,United Kingdom,,101706,80.77.240.0,80.77.255.255,1347284992,1347289087,NULL
*,NULL,United Kingdom,,101705,80.77.80.0,80.77.95.255,1347244032,1347248127,NULL
*,NULL,United Kingdom,,101704,80.77.0.0,80.77.15.255,1347223552,1347227647,NULL
*,NULL,United Kingdom,,101703,80.76.192.0,80.76.223.255,1347207168,1347215359,NULL
*,NULL,United Kingdom,,101702,80.76.112.0,80.76.127.255,1347186688,1347190783,NULL
*,NULL,United Kingdom,,101701,80.75.208.0,80.75.223.255,1347145728,1347149823,NULL
*,NULL,United Kingdom,,101700,80.75.144.0,80.75.159.255,1347129344,1347133439,NULL
*,NULL,United Kingdom,,101699,80.75.64.0,80.75.79.255,1347108864,1347112959,NULL
*,NULL,United Kingdom,,101698,80.74.224.0,80.74.255.255,1347084288,1347092479,NULL
*,NULL,United Kingdom,,101697,80.74.0.0,80.74.31.255,1347026944,1347035135,NULL
*,NULL,United Kingdom,,101696,80.73.208.0,80.73.223.255,1347014656,1347018751,NULL
*,NULL,United Kingdom,,101695,80.71.0.0,80.71.31.255,1346830336,1346838527,NULL
*,NULL,United Kingdom,,101694,80.70.160.0,80.70.175.255,1346805760,1346809855,NULL
*,NULL,United Kingdom,,101693,80.70.48.0,80.70.63.255,1346777088,1346781183,NULL
*,NULL,United Kingdom,,101692,80.69.0.0,80.69.31.255,1346699264,1346707455,NULL
*,NULL,United Kingdom,,101691,80.68.208.0,80.68.223.255,1346686976,1346691071,NULL
*,NULL,United Kingdom,,101690,80.68.80.0,80.68.95.255,1346654208,1346658303,NULL
*,NULL,United Kingdom,,101689,80.68.16.0,80.68.63.255,1346637824,1346650111,NULL
*,NULL,United Kingdom,,101688,80.65.240.0,80.65.255.255,1346498560,1346502655,NULL
*,NULL,United Kingdom,,101687,80.65.208.0,80.65.223.255,1346490368,1346494463,NULL
*,NULL,United Kingdom,,101686,80.64.208.0,80.64.223.255,1346424832,1346428927,NULL
*,NULL,United Kingdom,,101685,80.64.160.0,80.64.175.255,1346412544,1346416639,NULL
*,NULL,United Kingdom,,101684,80.64.48.0,80.64.63.255,1346383872,1346387967,NULL
*,NULL,United Kingdom,,101683,80.40.0.0,80.47.255.255,1344798720,1345323007,NULL
*,NULL,United Kingdom,,101682,80.0.0.0,80.7.255.255,1342177280,1342701567,NULL
*,NULL,United Kingdom,,101681,62.252.0.0,62.255.255.255,1056702464,1056964607,NULL
*,NULL,United Kingdom,,101680,62.249.192.0,62.249.255.255,1056555008,1056571391,NULL
*,NULL,United Kingdom,,101679,62.245.32.0,62.245.63.255,1056251904,1056260095,NULL
*,NULL,United Kingdom,,101678,62.244.160.0,62.244.191.255,1056219136,1056227327,NULL
*,NULL,United Kingdom,,101677,62.241.160.0,62.241.191.255,1056022528,1056030719,NULL
*,NULL,United Kingdom,,101676,62.239.0.0,62.239.255.255,1055850496,1055916031,NULL
*,NULL,United Kingdom,,101675,62.233.64.0,62.233.127.255,1055473664,1055490047,NULL
*,NULL,United Kingdom,,101674,62.232.0.0,62.232.255.255,1055391744,1055457279,NULL
*,NULL,United Kingdom,,101673,62.231.128.0,62.231.159.255,1055358976,1055367167,NULL
*,NULL,United Kingdom,,101672,62.216.224.0,62.216.255.255,1054400512,1054408703,NULL
*,NULL,United Kingdom,,101671,62.216.128.0,62.216.159.255,1054375936,1054384127,NULL
*,NULL,United Kingdom,,101670,62.216.64.0,62.216.95.255,1054359552,1054367743,NULL
*,NULL,United Kingdom,,101669,62.213.128.0,62.213.159.255,1054179328,1054187519,NULL
*,NULL,United Kingdom,,101668,62.209.128.0,62.209.159.255,1053917184,1053925375,NULL
*,NULL,United Kingdom,,101667,62.204.32.0,62.204.63.255,1053564928,1053573119,NULL
*,NULL,United Kingdom,,101666,62.197.32.0,62.197.63.255,1053106176,1053114367,NULL
*,NULL,United Kingdom,,101665,62.189.0.0,62.190.255.255,1052573696,1052704767,NULL
*,NULL,United Kingdom,,101664,62.173.192.0,62.173.255.255,1051574272,1051590655,NULL
*,NULL,United Kingdom,,101663,62.173.64.0,62.173.127.255,1051541504,1051557887,NULL
*,NULL,United Kingdom,,101662,62.170.0.0,62.172.255.255,1051328512,1051525119,NULL
*,NULL,United Kingdom,,101661,62.169.128.0,62.169.159.255,1051295744,1051303935,NULL
*,NULL,United Kingdom,,101660,62.149.32.0,62.149.63.255,1049960448,1049968639,NULL
*,NULL,United Kingdom,,101659,62.148.0.0,62.148.31.255,1049886720,1049894911,NULL
*,NULL,United Kingdom,,101658,62.145.64.0,62.145.127.255,1049706496,1049722879,NULL
*,NULL,United Kingdom,,101657,62.140.192.0,62.140.223.255,1049411584,1049419775,NULL
*,NULL,United Kingdom,,101656,62.136.0.0,62.137.255.255,1049100288,1049231359,NULL
*,NULL,United Kingdom,,101655,62.130.0.0,62.130.255.255,1048707072,1048772607,NULL
*,NULL,United Kingdom,,101654,62.129.64.0,62.129.127.255,1048657920,1048674303,NULL
*,NULL,United Kingdom,,101653,62.128.192.0,62.128.223.255,1048625152,1048633343,NULL
*,NULL,United Kingdom,,101652,62.128.128.0,62.128.159.255,1048608768,1048616959,NULL
*,NULL,United Kingdom,,101651,62.121.0.0,62.121.31.255,1048117248,1048125439,NULL
*,NULL,United Kingdom,,101650,62.115.0.0,62.115.255.255,1047724032,1047789567,NULL
*,NULL,United Kingdom,,101649,62.108.32.0,62.108.63.255,1047273472,1047281663,NULL
*,NULL,United Kingdom,,101648,62.105.160.0,62.105.191.255,1047109632,1047117823,NULL
*,NULL,United Kingdom,,101647,62.105.64.0,62.105.127.255,1047085056,1047101439,NULL
*,NULL,United Kingdom,,101646,62.100.160.0,62.100.191.255,1046781952,1046790143,NULL
*,NULL,United Kingdom,,101645,62.93.128.0,62.93.159.255,1046315008,1046323199,NULL
*,NULL,United Kingdom,,101644,62.93.0.0,62.93.31.255,1046282240,1046290431,NULL
*,NULL,United Kingdom,,101643,62.89.128.0,62.89.159.255,1046052864,1046061055,NULL
*,NULL,United Kingdom,,101642,62.84.160.0,62.84.255.255,1045733376,1045757951,NULL
*,NULL,United Kingdom,,101641,62.78.32.0,62.78.63.255,1045307392,1045315583,NULL
*,NULL,United Kingdom,,101640,62.77.0.0,62.77.31.255,1045233664,1045241855,NULL
*,NULL,United Kingdom,,101639,62.73.128.0,62.73.191.255,1045004288,1045020671,NULL
*,NULL,United Kingdom,,101638,62.72.96.0,62.72.191.255,1044930560,1044955135,NULL
*,NULL,United Kingdom,,101637,62.69.32.0,62.69.127.255,1044717568,1044742143,NULL
*,NULL,United Kingdom,,101636,62.64.128.0,62.64.255.255,1044414464,1044447231,NULL
*,NULL,United Kingdom,,101635,62.64.32.0,62.64.63.255,1044389888,1044398079,NULL
*,NULL,United Kingdom,,101634,62.60.0.0,62.60.127.255,1044119552,1044152319,NULL
*,NULL,United Kingdom,,101633,62.56.0.0,62.56.127.255,1043857408,1043890175,NULL
*,NULL,United Kingdom,,101632,62.49.0.0,62.49.255.255,1043398656,1043464191,NULL
*,NULL,United Kingdom,,101631,62.44.64.0,62.44.95.255,1043087360,1043095551,NULL
*,NULL,United Kingdom,,101630,62.32.32.0,62.32.127.255,1042292736,1042317311,NULL
*,NULL,United Kingdom,,101629,62.30.0.0,62.31.255.255,1042153472,1042284543,NULL
*,NULL,United Kingdom,,101628,62.25.64.0,62.25.255.255,1041842176,1041891327,NULL
*,NULL,United Kingdom,,101627,62.24.128.0,62.24.255.255,1041793024,1041825791,NULL
*,NULL,United Kingdom,,101626,62.24.32.0,62.24.63.255,1041768448,1041776639,NULL
*,NULL,United Kingdom,,101625,62.23.0.0,62.23.255.255,1041694720,1041760255,NULL
*,NULL,United Kingdom,,101624,62.18.0.0,62.19.255.255,1041367040,1041498111,NULL
*,NULL,United Kingdom,,101623,62.13.128.0,62.13.159.255,1041072128,1041080319,NULL
*,NULL,United Kingdom,,101622,62.12.64.0,62.12.95.255,1040990208,1040998399,NULL
*,NULL,United Kingdom,,101621,62.8.96.0,62.8.127.255,1040736256,1040744447,NULL
*,NULL,United Kingdom,,101620,62.6.0.0,62.7.255.255,1040580608,1040711679,NULL
*,NULL,United Kingdom,,101619,62.3.192.0,62.3.255.255,1040433152,1040449535,NULL
*,NULL,United Kingdom,,101618,62.3.64.0,62.3.127.255,1040400384,1040416767,NULL
*,NULL,United Arab Emirates,,101617,217.164.0.0,217.165.255.255,3651403776,3651534847,NULL
*,NULL,United Arab Emirates,,101616,217.25.208.0,217.25.223.255,3642347520,3642351615,NULL
*,NULL,United Arab Emirates,,101615,213.132.32.0,213.132.63.255,3582205952,3582214143,NULL
*,NULL,United Arab Emirates,,101614,213.42.0.0,213.42.255.255,3576299520,3576365055,NULL
*,NULL,United Arab Emirates,,101613,195.229.0.0,195.229.255.255,3286564864,3286630399,NULL
*,NULL,United Arab Emirates,,101612,194.170.0.0,194.170.255.255,3265921024,3265986559,NULL
*,NULL,United Arab Emirates,,101611,194.54.0.0,194.54.31.255,3258318848,3258327039,NULL
*,NULL,United Arab Emirates,,101610,85.115.64.0,85.115.95.255,1433616384,1433624575,NULL
*,NULL,United Arab Emirates,,101609,83.136.8.0,83.136.15.255,1401423872,1401425919,NULL
*,NULL,United Arab Emirates,,101608,83.110.0.0,83.111.255.255,1399717888,1399848959,NULL
*,NULL,United Arab Emirates,,101607,80.227.0.0,80.227.255.255,1357053952,1357119487,NULL
*,NULL,Ukraine,,101606,217.199.224.0,217.199.239.255,3653754880,3653758975,NULL
*,NULL,Ukraine,,101605,217.198.128.0,217.198.143.255,3653664768,3653668863,NULL
*,NULL,Ukraine,,101604,217.196.160.0,217.196.175.255,3653541888,3653545983,NULL
*,NULL,Ukraine,,101603,217.175.80.0,217.175.95.255,3652145152,3652149247,NULL
*,NULL,Ukraine,,101602,217.147.160.0,217.147.175.255,3650330624,3650334719,NULL
*,NULL,Ukraine,,101601,217.146.240.0,217.146.255.255,3650285568,3650289663,NULL
*,NULL,Ukraine,,101600,217.144.64.0,217.144.79.255,3650109440,3650113535,NULL
*,NULL,Ukraine,,101599,217.117.64.0,217.117.79.255,3648339968,3648344063,NULL
*,NULL,Ukraine,,101598,217.112.208.0,217.112.223.255,3648049152,3648053247,NULL
*,NULL,Ukraine,,101597,217.77.208.0,217.77.223.255,3645755392,3645759487,NULL
*,NULL,Ukraine,,101596,217.76.192.0,217.76.207.255,3645685760,3645689855,NULL
*,NULL,Ukraine,,101595,217.73.128.0,217.73.143.255,3645472768,3645476863,NULL
*,NULL,Ukraine,,101594,217.66.96.0,217.66.111.255,3645005824,3645009919,NULL
*,NULL,Ukraine,,101593,217.65.240.0,217.65.255.255,3644977152,3644981247,NULL
*,NULL,Ukraine,,101592,217.27.144.0,217.27.159.255,3642462208,3642466303,NULL
*,NULL,Ukraine,,101591,217.25.192.0,217.25.207.255,3642343424,3642347519,NULL
*,NULL,Ukraine,,101590,217.25.160.0,217.25.175.255,3642335232,3642339327,NULL
*,NULL,Ukraine,,101589,217.25.16.0,217.25.31.255,3642298368,3642302463,NULL
*,NULL,Ukraine,,101588,217.24.160.0,217.24.175.255,3642269696,3642273791,NULL
*,NULL,Ukraine,,101587,217.20.160.0,217.20.191.255,3642007552,3642015743,NULL
*,NULL,Ukraine,,101586,217.12.192.0,217.12.223.255,3641491456,3641499647,NULL
*,NULL,Ukraine,,101585,217.9.0.0,217.9.15.255,3641245696,3641249791,NULL
*,NULL,Ukraine,,101584,213.227.192.0,213.227.255.255,3588472832,3588489215,NULL
*,NULL,Ukraine,,101583,213.200.32.0,213.200.63.255,3586662400,3586670591,NULL
*,NULL,Ukraine,,101582,213.186.192.0,213.186.223.255,3585785856,3585794047,NULL
*,NULL,Ukraine,,101581,213.186.96.0,213.186.127.255,3585761280,3585769471,NULL
*,NULL,Ukraine,,101580,213.179.224.0,213.179.255.255,3585335296,3585343487,NULL
*,NULL,Ukraine,,101579,213.169.64.0,213.169.95.255,3584638976,3584647167,NULL
*,NULL,Ukraine,,101578,213.160.128.0,213.160.159.255,3584065536,3584073727,NULL
*,NULL,Ukraine,,101577,213.159.224.0,213.159.255.255,3584024576,3584032767,NULL
*,NULL,Ukraine,,101576,213.156.64.0,213.156.95.255,3583787008,3583795199,NULL
*,NULL,Ukraine,,101575,213.154.192.0,213.154.223.255,3583688704,3583696895,NULL
*,NULL,Ukraine,,101574,213.133.160.0,213.133.191.255,3582304256,3582312447,NULL
*,NULL,Ukraine,,101573,213.130.0.0,213.130.31.255,3582066688,3582074879,NULL
*,NULL,Ukraine,,101572,212.115.224.0,212.115.255.255,3564363776,3564371967,NULL
*,NULL,Ukraine,,101571,212.113.32.0,212.113.63.255,3564183552,3564191743,NULL
*,NULL,Ukraine,,101570,212.111.192.0,212.111.223.255,3564093440,3564101631,NULL
*,NULL,Ukraine,,101569,212.110.128.0,212.110.159.255,3564011520,3564019711,NULL
*,NULL,Ukraine,,101568,212.109.32.0,212.109.63.255,3563921408,3563929599,NULL
*,NULL,Ukraine,,101567,212.90.160.0,212.90.191.255,3562708992,3562717183,NULL
*,NULL,Ukraine,,101566,212.90.96.0,212.90.127.255,3562692608,3562700799,NULL
*,NULL,Ukraine,,101565,212.86.224.0,212.86.255.255,3562463232,3562471423,NULL
*,NULL,Ukraine,,101564,212.86.96.0,212.86.127.255,3562430464,3562438655,NULL
*,NULL,Ukraine,,101563,212.82.192.0,212.82.223.255,3562192896,3562201087,NULL
*,NULL,Ukraine,,101562,212.68.160.0,212.68.191.255,3561267200,3561275391,NULL
*,NULL,Ukraine,,101561,212.66.32.0,212.66.63.255,3561103360,3561111551,NULL
*,NULL,Ukraine,,101560,212.58.160.0,212.58.191.255,3560611840,3560620031,NULL
*,NULL,Ukraine,,101559,212.42.64.0,212.42.95.255,3559538688,3559546879,NULL
*,NULL,Ukraine,,101558,212.40.32.0,212.40.63.255,3559399424,3559407615,NULL
*,NULL,Ukraine,,101557,212.35.160.0,212.35.191.255,3559104512,3559112703,NULL
*,NULL,Ukraine,,101556,212.26.128.0,212.26.159.255,3558506496,3558514687,NULL
*,NULL,Ukraine,,101555,212.15.128.0,212.15.159.255,3557785600,3557793791,NULL
*,NULL,Ukraine,,101554,212.9.224.0,212.9.255.255,3557416960,3557425151,NULL
*,NULL,Ukraine,,101553,212.8.32.0,212.8.63.255,3557302272,3557310463,NULL
*,NULL,Ukraine,,101552,212.3.96.0,212.3.127.255,3556990976,3556999167,NULL
*,NULL,Ukraine,,101551,212.1.64.0,212.1.127.255,3556851712,3556868095,NULL
*,NULL,Ukraine,,101550,195.248.160.0,195.248.191.255,3287851008,3287859199,NULL
*,NULL,Ukraine,,101549,195.245.253.0,195.245.253.255,3287678208,3287678463,NULL
*,NULL,Ukraine,,101548,195.245.221.0,195.245.221.255,3287670016,3287670271,NULL
*,NULL,Ukraine,,101547,195.245.215.0,195.245.215.255,3287668480,3287668735,NULL
*,NULL,Ukraine,,101546,195.245.211.0,195.245.211.255,3287667456,3287667711,NULL
*,NULL,Ukraine,,101545,195.245.200.0,195.245.200.255,3287664640,3287664895,NULL
*,NULL,Ukraine,,101544,195.245.194.0,195.245.194.255,3287663104,3287663359,NULL
*,NULL,Ukraine,,101543,195.245.118.0,195.245.121.255,3287643648,3287644671,NULL
*,NULL,Ukraine,,101542,195.245.112.0,195.245.113.255,3287642112,3287642623,NULL
*,NULL,Ukraine,,101541,195.245.80.0,195.245.81.255,3287633920,3287634431,NULL
*,NULL,Ukraine,,101540,195.242.200.0,195.242.203.255,3287468032,3287469055,NULL
*,NULL,Ukraine,,101539,195.242.112.0,195.242.115.255,3287445504,3287446527,NULL
*,NULL,Ukraine,,101538,195.242.94.0,195.242.95.255,3287440896,3287441407,NULL
*,NULL,Ukraine,,101537,195.238.64.0,195.238.95.255,3287171072,3287179263,NULL
*,NULL,Ukraine,,101536,195.234.220.0,195.234.223.255,3286948864,3286949887,NULL
*,NULL,Ukraine,,101535,195.234.212.0,195.234.215.255,3286946816,3286947839,NULL
*,NULL,Ukraine,,101534,195.234.200.0,195.234.203.255,3286943744,3286944767,NULL
*,NULL,Ukraine,,101533,195.234.148.0,195.234.148.255,3286930432,3286930687,NULL
*,NULL,Ukraine,,101532,195.234.132.0,195.234.132.255,3286926336,3286926591,NULL
*,NULL,Ukraine,,101531,195.234.124.0,195.234.127.255,3286924288,3286925311,NULL
*,NULL,Ukraine,,101530,195.234.112.0,195.234.115.255,3286921216,3286922239,NULL
*,NULL,Ukraine,,101529,195.234.96.0,195.234.99.255,3286917120,3286918143,NULL
*,NULL,Ukraine,,101528,195.234.72.0,195.234.79.255,3286910976,3286913023,NULL
*,NULL,Ukraine,,101527,195.230.128.0,195.230.159.255,3286663168,3286671359,NULL
*,NULL,Ukraine,,101526,195.225.244.0,195.225.247.255,3286365184,3286366207,NULL
*,NULL,Ukraine,,101525,195.225.228.0,195.225.231.255,3286361088,3286362111,NULL
*,NULL,Ukraine,,101524,195.225.172.0,195.225.179.255,3286346752,3286348799,NULL
*,NULL,Ukraine,,101523,195.225.156.0,195.225.159.255,3286342656,3286343679,NULL
*,NULL,Ukraine,,101522,195.225.144.0,195.225.147.255,3286339584,3286340607,NULL
*,NULL,Ukraine,,101521,195.225.128.0,195.225.131.255,3286335488,3286336511,NULL
*,NULL,Ukraine,,101520,195.225.112.0,195.225.115.255,3286331392,3286332415,NULL
